Date,AAPL,AMZN,GOOGL,META,MSFT
2018-07-17,0.09524837516810147,0.4131249027951722,0.07285749705097566,0.1771398679302829,0.21006365593683585
2018-07-18,0.07154350845526825,0.4231043046045486,0.06479682516822716,0.17882876537084225,0.1767427985412804
2018-07-19,0.07890964488896168,0.40179534874282385,0.055573697245052234,0.15734144126852945,0.1692016084713559
2018-07-20,0.08126061165581855,0.40099496013688585,0.047555747166929674,0.15803430394543483,0.19146632965012333
2018-07-23,0.09114762456725689,0.3576330558537817,0.040235020139569366,0.1377785125503448,0.18925193988882438
2018-07-24,0.09881496230026454,0.3425220464834591,0.06970084355399364,0.13372065862355953,0.18209549121721658
2018-07-25,0.1271298170136812,0.3728148058725502,0.08934588095527785,0.16590721271964282,0.2179618790967015
2018-07-26,0.14402282305115244,0.31209409234205787,0.08743485025017161,-0.05984641166847415,0.19801057606092987
2018-07-27,0.12237227133789785,0.2961520818198884,0.05501196073568493,-0.07952633609310222,0.15516388163200645
2018-07-30,0.13967342458626453,0.25502222172472266,0.03671357926643393,-0.0802238061621543,0.1320683642038738
2018-07-31,0.14872500535425703,0.23620485292368154,0.04234020104052494,-0.07770410741127964,0.15419711233437505
2018-08-01,0.2130546853983124,0.2386672293881098,0.04294468463016976,-0.08154540763885543,0.12874532018500107
2018-08-02,0.24590848606888072,0.31966186084335657,0.05038970667805742,-0.0865918390064111,0.15153602844994696
2018-08-03,0.30618844477014306,0.27507256181626505,0.10629025361140787,-0.0656927249414947,0.18781873056273835
2018-08-06,0.3466157581143685,0.3293165028524059,0.16498647059247973,0.024440064780385073,0.23987234342343178
2018-08-07,0.28047787958432324,0.29084309771488304,0.15806445684038328,-0.008094473078692044,0.20295176099830292
2018-08-08,0.3093733440691735,0.331554659774697,0.19510908436278163,0.02774986737298968,0.23291061356402376
2018-08-09,0.357011898772742,0.4057904532747192,0.25478543461177705,0.06708250837054841,0.3017614782060696
2018-08-10,0.336621033206131,0.4081068634590177,0.19711925587273194,0.023564765062257242,0.2472975216458404
2018-08-13,0.29316439646305525,0.3678826285276382,0.18403881493629215,0.020633749640326826,0.2250595087608136
2018-08-14,0.2857326079058877,0.35711299934963203,0.19352274922967871,0.045971747942861185,0.2306769624220999
2018-08-15,0.2654055261785957,0.29741910307277886,0.14870895789895533,5.5765094534976356e-05,0.19527266203932303
2018-08-16,0.24223178638943788,0.29058121315811714,0.12159138457760577,-0.02922877265103585,0.17119118960020496
2018-08-17,0.27115361126150916,0.29925654101189836,0.1098584553667945,-0.0200721068654518,0.17893581123681201
2018-08-20,0.2630164931912975,0.27810805780621584,0.10724993935877847,-0.019942110714325834,0.16206090526624406
2018-08-21,0.2663019835911542,0.2700751610465233,0.09307284816711547,-0.029734204339456616,0.16787602592748274
2018-08-22,0.2558631160351821,0.282467380374847,0.10077487522844275,-0.02989003331231166,0.1766905319519254
2018-08-23,0.23692055742823004,0.2685999552408853,0.08250217148352523,-0.056686132341720596,0.15290163732524964
2018-08-24,0.21670975742149778,0.25193989484123724,0.08135876460248737,-0.05558870175311181,0.14534507139408137
2018-08-27,0.2307171064876592,0.27493755116606144,0.12416890364015476,-0.022043481372132523,0.17302174679749482
2018-08-28,0.2425366789292549,0.2779397925260636,0.12857825573808368,-0.01155236171654006,0.1854973223782217
2018-08-29,0.2835704338020455,0.33790884144366573,0.18036034405226253,-0.00022742489837335178,0.21635437808782898
2018-08-30,0.2864762486085026,0.3346976486461912,0.15708295026609997,0.005775097648392125,0.21298165743581832
2018-08-31,0.2968512446466194,0.3210139477402898,0.12517820054266648,-0.02588679718615272,0.20943027977675222
2018-09-04,0.30211455392246744,0.32638975306135376,0.10029074463604903,-0.047947550536621586,0.20687929264796612
2018-09-05,0.3057392794484115,0.29114559630360026,0.07538745115245526,-0.08997873846441962,0.1653478398873489
2018-09-06,0.2701808333981399,0.2619114340130597,0.04835393676936994,-0.1086432663663921,0.16098275261031092
2018-09-07,0.23865144498381285,0.23635586630630612,0.01442914250940941,-0.1197970119566758,0.13007287537722445
2018-09-10,0.21032688707626424,0.21310190565171516,0.007830571208011783,-0.11138780943628146,0.13957651475957733
2018-09-11,0.252993671022711,0.2512121100322282,0.043933346043543375,-0.08764007875066393,0.18792576283165485
2018-09-12,0.24804286389132302,0.2507856214067279,0.019766895187974587,-0.12047349308982214,0.2000632080218958
2018-09-13,0.2766871087258569,0.2575648811000153,0.027402884103850056,-0.12237580720501406,0.20870428561818954
2018-09-14,0.26666250782964696,0.25355669163261707,0.038398550538071285,-0.12302117830489578,0.2082404507451292
2018-09-17,0.25206655607110173,0.23502681964864092,0.05432379829452216,-0.06942509770258876,0.21713281699301312
2018-09-18,0.25456464592492734,0.22347161084860812,0.06507574087091239,-0.046684300701009374,0.22557995799728392
2018-09-19,0.28440990114844444,0.2178194823938313,0.07337288754126536,-0.03736948334742052,0.21773219443986513
2018-09-20,0.3127216457187123,0.25851168439279903,0.1314342103596653,0.006852932827832614,0.2752107356544302
2018-09-21,0.3293660242351173,0.2804635547399723,0.1418050426347981,0.02220965850686696,0.3213682257074495
2018-09-24,0.2873685588409163,0.243273857929851,0.11903156759920486,0.033424877594311564,0.23278111502885968
2018-09-25,0.32962486123281387,0.3189606186564622,0.1856614566858248,0.08336621649467713,0.28968819770943255
2018-09-26,0.3337702659509658,0.37964401061981534,0.18790662827249238,0.09096257847556322,0.28554199767761546
2018-09-27,0.3506335944939276,0.3908135831841464,0.16412437314841943,0.056636879294221565,0.2638115241769732
2018-09-28,0.36432191429647287,0.4599231449704464,0.19202483832198247,0.058369347351405976,0.30261842344354073
2018-10-01,0.3595607220982371,0.4398620883029032,0.1863687501458029,0.04054834248975703,0.2992742850911623
2018-10-02,0.3459085975885563,0.39752714966781744,0.17279620106494775,0.027272739852872707,0.25738281871336155
2018-10-03,0.3529043587748608,0.3451076071749255,0.1732355689423879,0.019392563828231513,0.25692062154717044
2018-10-04,0.36400904858784777,0.35879541529418857,0.16547340111461195,0.010496266212804972,0.26027695420585495
2018-10-05,0.3286945218753805,0.3439135329509233,0.14483022160299486,-0.0037991373918621063,0.2454489841627776
2018-10-08,0.3011296008880575,0.29814380183780753,0.11521466285333082,-0.047200534531105065,0.2032611018059889
2018-10-09,0.32535115312396945,0.31061977702846866,0.11717371626242112,-0.050625335462843535,0.2320976581266947
2018-10-10,0.25161350898346124,0.21177070417965438,0.052897605946047754,-0.07621896028321429,0.1437319604433389
2018-10-11,0.23637595193299488,0.20168585848621468,0.05279723932753666,-0.06789445856395704,0.14716792572776982
2018-10-12,0.27259964904869527,0.2407977801239629,0.07115951693511735,-0.06728145119631213,0.1730742986389442
2018-10-15,0.22847520138954103,0.17097681497640904,0.021383059787127623,-0.08976624176517789,0.1292004189917222
2018-10-16,0.2583715236704234,0.19119807223756013,0.053645695627897005,-0.045563693247661075,0.16041198903833243
2018-10-17,0.2894773058252995,0.17651637474499848,0.03500849370947612,-0.05163601681142527,0.16135434736604926
2018-10-18,0.31313991740442493,0.15923517949748645,0.019112304016235315,-0.06831844533300901,0.15147005344365527
2018-10-19,0.33701216864618133,0.16218231672910655,0.029213703089727927,-0.07109253546126659,0.14893476573751152
2018-10-22,0.3641687952173158,0.22547232968322417,0.08676546100986715,-0.03074713680950869,0.1869512527420798
2018-10-23,0.37105424582592206,0.21129729543324172,0.08985424512770357,-0.03318935458402328,0.18065576830124908
2018-10-24,0.3194288841192281,0.09633977452786735,0.01323663344184589,-0.16146083567117153,0.09440909560665767
2018-10-25,0.3641041986890392,0.13324899027994652,0.06994035121568087,-0.13042225715398237,0.1395112868820343
2018-10-26,0.31850108561971435,0.04896144601555563,0.06398124632070878,-0.15482558427141047,0.15309001614544693
2018-10-29,0.26437377137945717,-0.027416464382705508,-0.005784151022556805,-0.1827332496225963,0.10212112653880334
2018-10-30,0.2169304994720409,-0.025011434273463085,0.022864173084216066,-0.16953490775675006,0.1183889458695575
2018-10-31,0.24639306326006505,0.01649408708307254,0.06263276902328019,-0.12774399048266605,0.1447407399244276
2018-11-01,0.2177513347422757,0.05349943064868601,0.033282567913336836,-0.14076209422918484,0.12219920456510458
2018-11-02,0.12881024498247728,0.04086508615979256,0.011354889461855144,-0.15519466815060734,0.11235140233713459
2018-11-05,0.09151864801783671,0.02223701732301242,-0.002701618617655055,-0.16901417019173492,0.13131709798614888
2018-11-06,0.09560823514448735,0.021648026999705472,-0.01779696984992285,-0.17913053608279939,0.12031406988048077
2018-11-07,0.11291689936353211,0.09098982510352749,0.0025056389531887824,-0.1832587194462203,0.15287512640499235
2018-11-08,0.11326812385667573,0.09482751316989302,-0.007930158027897205,-0.20920904753362524,0.1531861219778019
2018-11-09,0.09435569733151827,0.06923953679610406,-0.02673058077863244,-0.22331745639427314,0.1268837451954825
2018-11-12,0.04876008946132471,0.038531317829157086,-0.03273196029267489,-0.23204208690875794,0.10713427619492877
2018-11-13,0.02868132081902175,0.027651124288841755,-0.033318379999567216,-0.22401740603981213,0.10500798967876834
2018-11-14,0.005985269893836298,0.010905612478683269,-0.024674904538202647,-0.2151718910168463,0.10032432638692157
2018-11-15,0.03457434745833421,0.028627348625301696,0.0013183284927733574,-0.2125574974800597,0.12243766564132774
2018-11-16,0.03867360768454531,0.005014305896238858,-0.014520183894325078,-0.24369886372134997,0.11861014383017743
2018-11-19,1.4044650961109184e-05,-0.043701754837940254,-0.0445359917229613,-0.28427630233417067,0.08180839947123841
2018-11-20,-0.05383143999583573,-0.06642277778042383,-0.05111608163901471,-0.29143933092832386,0.039352171683421755
2018-11-21,-0.05384575298652616,-0.05385917219690306,-0.038711995250119036,-0.2748883591116684,0.05741014985190818
2018-11-23,-0.07997965434796384,-0.06713042746500542,-0.04979336559408265,-0.28763782462509746,0.05646239715786594
2018-11-26,-0.0641625001888132,-0.019555245666906806,-0.011356945968127752,-0.2657479140249185,0.09520888864370947
2018-11-27,-0.06420707724405617,-0.026752581187184155,-0.023378886588708125,-0.2806521157180193,0.09163164310950411
2018-11-28,-0.024947231408321224,0.02953441977520721,-0.007463561329334456,-0.28689127343402065,0.1334431574989099
2018-11-29,-0.04957761555725615,0.019512089471674043,-0.03561219069309263,-0.2851178363688508,0.102211399905213
2018-11-30,-0.06254704537793099,0.01495256385363719,-0.037630938566528105,-0.27250628381997555,0.09961280510110382
2018-12-03,-0.03721867821253111,0.04480795927103576,-0.030112427258748298,-0.26873648909250725,0.10585628990210272
2018-12-04,-0.08274897655642277,-0.01612856057539158,-0.07365618682440733,-0.2791366700115281,0.06750169851889143
2018-12-06,-0.09053793741795002,0.005854577131090943,-0.04966401927137809,-0.2579976411668444,0.09123422473094456
2018-12-07,-0.11491432629036757,-0.032577435868533344,-0.07603897776491009,-0.2732944814979241,0.039830090822753794
2018-12-10,-0.10689408464539041,-0.028470479683629812,-0.07688668500992757,-0.25942349374253637,0.07343529263360105
2018-12-11,-0.11685089369313884,-0.03267693817834805,-0.07537068166756644,-0.2615384664419331,0.08063205393513129
2018-12-12,-0.10705229210338707,-0.0242365279777893,-0.06161343921452955,-0.2489996718093297,0.09045914994639626
2018-12-13,-0.09775610278882985,-0.03798454683160124,-0.07462221747042086,-0.26319799065809313,0.08800895229722494
2018-12-14,-0.1175611796459477,-0.07229733532957827,-0.09278264073547704,-0.26443706493697827,0.06759089456888612
2018-12-17,-0.12531003768940718,-0.11769411960488729,-0.13343412175597236,-0.2930762976057011,0.028476528738916596
2018-12-18,-0.09939225458957213,-0.1056618255133629,-0.11477147715421931,-0.27257078931808154,0.03927199385246616
2018-12-19,-0.13127299249497293,-0.1457076284530806,-0.12550774488791427,-0.3403959055786461,0.02619728902219487
2018-12-20,-0.14844631421076804,-0.15569702191606616,-0.12472640387016842,-0.33796518416094035,0.01187321639120742
2018-12-21,-0.17917791131337768,-0.19713584757486668,-0.15226333266746184,-0.3806384165983179,-0.0137039276423091
2018-12-24,-0.18834548424273867,-0.19191898433156385,-0.13570853652316617,-0.36816910168633066,-0.035466301539122336
2018-12-26,-0.14183404514436004,-0.13020595021423875,-0.07484419965591504,-0.3257286879914444,0.023244753896415116
2018-12-27,-0.14615351878760896,-0.11976437372993509,-0.05733520737429032,-0.31311283863324413,0.045808675200327276
2018-12-28,-0.1518870365257331,-0.13131741607621383,-0.07108744696879454,-0.3212046310400246,0.026175206487462965
2018-12-31,-0.14188550639792585,-0.11638422166843254,-0.07459334104769844,-0.3253911688146113,0.03844825599560853
2019-01-02,-0.15040690681894153,-0.10190929399989979,-0.07655124624176957,-0.31252536215447657,0.019374898787016814
2019-01-03,-0.22147347181849808,-0.11433561986377383,-0.08135060175376663,-0.3164530671906878,-0.008609639812548031
2019-01-04,-0.1947190786647932,-0.07315282551021152,-0.05539336981342691,-0.30486267182052273,0.03011558306533546
2019-01-07,-0.2074968842411623,-0.047421121714491865,-0.06853211149822735,-0.32072038540768677,0.017154402743641883
2019-01-08,-0.20344982990232796,-0.04740594345397997,-0.07017166182668089,-0.3038488494859565,0.017588669047952754
2019-01-09,-0.18894410248351046,-0.0479900701928605,-0.07324743728254302,-0.29139237504956084,0.029411023851463325
2019-01-10,-0.17565508612469638,-0.056284934367209716,-0.07907233202600106,-0.28804180027922865,0.024200543577188816
2019-01-11,-0.19720840019233787,-0.08686312400477347,-0.11387212036883176,-0.3050453738311284,-0.005265198863569354
2019-01-14,-0.21051988347015127,-0.10800704569052388,-0.1269574646122935,-0.29871696683378457,-0.024136459798894783
2019-01-15,-0.1925891561870533,-0.0811691687870012,-0.09193406010171268,-0.281233324630916,0.009146116964692919
2019-01-16,-0.1850306274489093,-0.08685253194619835,-0.10186473746346325,-0.2973950652786901,0.0027608657429192274
2019-01-17,-0.1756703683611628,-0.08122979085279125,-0.09381571853742299,-0.2916507490523572,0.017775635901210896
2019-01-18,-0.17699059783489324,-0.06440813770675025,-0.07655743552959138,-0.27896590504305663,0.040149475221852526
2019-01-22,-0.19361499420869743,-0.10008821947754165,-0.09955091290910201,-0.2970848442043019,0.002587817354518407
2019-01-23,-0.19107183194987154,-0.08988900289231117,-0.10453341594664356,-0.31582188122008015,-0.0035805434101149336
2019-01-24,-0.20326352320265084,-0.09529094126370408,-0.13841758752764233,-0.3206782959673472,-0.005487063956242433
2019-01-25,-0.18455165369295512,-0.1035838312719014,-0.13670704375231013,-0.3148965942296219,-0.025108875692671284
2019-01-28,-0.18956075368169845,-0.09408739656959131,-0.15996900496245003,-0.1633381864036505,-0.033569940402459864
2019-01-29,-0.18439581447505304,-0.12292616893125674,-0.14592656601692355,-0.17553889545114865,-0.03619446701419016
2019-01-30,-0.12375271433341273,-0.06114475996149671,-0.10735422262933803,-0.12065934755332497,0.01784868524372496
2019-01-31,-0.1192047446371094,-0.03303066257313847,-0.08256879415869234,-0.03412907070245497,-0.007496643210520348
2019-02-01,-0.1678062493602479,-0.09511618040279224,-0.09275828021737431,-0.03460523548238581,-0.02501675139420223
2019-02-04,-0.16847391948763912,-0.10958772495698321,-0.0803380016952091,-0.040369640631124026,-0.008966709049779586
2019-02-05,-0.1566864624697083,-0.0902105453350387,-0.06969214364083387,-0.03723710661712454,0.0005331963643468995
2019-02-06,-0.16075389942124985,-0.1122932951173361,-0.09273872020646634,-0.08185682399578276,-0.011394861164217507
2019-02-07,-0.1688568183655058,-0.13321487743394633,-0.11938617854243583,-0.09482616903808394,-0.025242116385906233
2019-02-08,-0.1684423818957116,-0.15812176765198394,-0.12601781711746318,-0.09639262304758678,-0.026989568426980082
2019-02-11,-0.17967639650195022,-0.16197879448561148,-0.12838675332011817,-0.09448909421746388,-0.03244732829285657
2019-02-12,-0.17013580091566394,-0.13162810458066188,-0.09974371409769545,-0.08443368798521322,-0.011331490747299555
2019-02-13,-0.1788853403459587,-0.13511230765170124,-0.09611260253601661,-0.08875307007890143,-0.004858833331894963
2019-02-14,-0.1793516593353771,-0.15471569043746514,-0.10248468398074895,-0.09474901189718787,-0.016292594345311828
2019-02-15,-0.18308549830685605,-0.14589771807898533,-0.09137168134711082,-0.0948589072341739,0.009544310961070446
2019-02-19,-0.19247126881851329,-0.13725801041566155,-0.079693715884947,-0.07103617738790624,0.00926518891974104
2019-02-20,-0.2031868052004222,-0.1381984751587657,-0.07834855274034769,-0.06467210509700017,0.004577792547895809
2019-02-21,-0.19988376734614244,-0.13708566739302785,-0.09635420881656331,-0.07223170997894757,0.03258074686858836
2019-02-22,-0.1893695416529817,-0.13372476673557654,-0.08283983726373356,-0.06215968959188023,0.05609889310679117
2019-02-25,-0.18350266677566807,-0.14273716025685146,-0.08546753652151129,-0.051946405393681894,0.05128625538539344
2019-02-26,-0.18470196071324885,-0.14004937115327787,-0.08119322325346023,-0.05072299475235953,0.053619479099220824
2019-02-27,-0.18471162802350505,-0.13871180037356756,-0.09206389210620236,-0.06779261545429882,0.04368703632408133
2019-02-28,-0.1993237974613169,-0.14932459153009314,-0.10325806956905159,-0.09021754981053032,0.030971834655356467
2019-03-01,-0.197389725556262,-0.13508238658320426,-0.07813088291639991,-0.07931451766166497,0.02937419885773096
2019-03-04,-0.205218404409946,-0.15110852075962056,-0.08795302605959687,-0.04849339873271985,0.010770282610461646
2019-03-05,-0.21389191401053043,-0.15479084567178436,-0.06795855037533716,-0.035915307955223685,0.006357071195654651
2019-03-06,-0.2273425445009981,-0.17079456299444695,-0.05427825627405858,-0.018323562732353138,0.0034014944751958875
2019-03-07,-0.23872691476742025,-0.20277420552376668,-0.04991292825410909,-0.011860158455507586,-0.003308676538881228
2019-03-08,-0.23190610875353557,-0.1874955825834307,-0.04097235274637745,0.014475492424791181,0.02738877171234555
2019-03-11,-0.19186850865874716,-0.14690727272443938,-0.003995026724911366,0.058696894808330846,0.0465455842273228
2019-03-12,-0.17614180697539705,-0.14290984989860933,0.016695087350067306,0.05446528428284858,0.05903497519225165
2019-03-13,-0.16124206436713517,-0.12800350281440165,0.020424490103735815,0.05597508989443489,0.05582175786035415
2019-03-14,-0.17283094996934978,-0.15143800354235204,0.0021344796933575605,0.025491057813858742,0.03898339875157575
2019-03-15,-0.15153411528978877,-0.13951762597165518,0.015961119981344307,0.024567927276436974,0.04653047365459373
2019-03-18,-0.1630879132235511,-0.12449056086384802,0.005422409795484917,-0.005515481675455347,0.05023632353648
2019-03-19,-0.16018788630562475,-0.10574614595893672,0.020781303393155204,-0.0046204616721554626,0.04668666579088021
2019-03-20,-0.12967556198348995,-0.058049344774046885,0.05742221520736335,0.030265203608224045,0.056997864141963506
2019-03-21,-0.09910944906484864,-0.06274439670572707,0.05913750336212309,0.03605727619230881,0.07106253822264041
2019-03-22,-0.11829086487761797,-0.08391209305103375,0.02842620221389569,0.0078499114013868,0.056917648666113374
2019-03-25,-0.13552287475964908,-0.0874556315552052,0.004875953682203615,0.0016262440383671972,0.04493245168296478
2019-03-26,-0.13513920380777633,-0.068537498575721,0.01511787684980681,0.029153742882273903,0.040828966725599214
2019-03-27,-0.13973108599282846,-0.08719161329845448,-0.001314017405287804,0.0027809550043240705,0.027080315284297107
2019-03-28,-0.1440179668063657,-0.1018612160000173,-0.018108916241430628,0.0038809706749516337,0.030464722204495587
2019-03-29,-0.1315207720130962,-0.0982859640080026,-0.014379525220151623,-0.0015573130028335713,0.043651607074750354
2019-04-01,-0.14323020289138622,-0.09875407303036499,-0.00694071864993917,-0.0008290965961548213,0.04924972078603029
2019-04-02,-0.13381742199509106,-0.09436848611408322,-0.001275803359511829,0.059224001285668626,0.0511160584161916
2019-04-03,-0.13371302364693338,-0.09163023054446584,0.001886512038351995,0.06833290391506774,0.046646875735436355
2019-04-04,-0.13985097682998804,-0.07733433793808986,0.009779373589159368,0.10475124818757942,0.0454849807879214
2019-04-05,-0.14450268371198172,-0.059136832445563114,-6.599508599214321e-05,0.08181998111009481,0.04994486227898953
2019-04-08,-0.11549029220137297,-0.031192764657581695,0.02651497439022177,0.10122751786410533,0.07245775131376098
2019-04-09,-0.103595004192501,-0.028476155946256854,0.02985030930842414,0.1287103850439839,0.07292345705068848
2019-04-10,-0.0964678454160095,-0.009166387517193786,0.04371406872066075,0.1308108240908772,0.0935927662104139
2019-04-11,-0.11623220927621603,-0.014035031612515292,0.05625364493158358,0.1241925893763558,0.0811145793510546
2019-04-12,-0.07367453296645765,0.05002709679371109,0.11955208118230232,0.1831154242598616,0.1491266080984628
2019-04-15,-0.06373252204744928,0.07299806052503732,0.12449347335538241,0.1715030277013354,0.15279133798233357
2019-04-16,-0.09593111613021754,0.04161336869298782,0.0993896460874979,0.16345777888664625,0.11170676832735182
2019-04-17,-0.058184625202871154,0.05898516900650064,0.12490471899805478,0.16453860651397023,0.14143399145634605
2019-04-18,-0.07518060934626469,0.022929097892312678,0.09565958362312288,0.12281130992255096,0.12101018574304745
2019-04-22,-0.06811401031577813,0.030342891863384125,0.1118934622247918,0.13812588237862267,0.12749921330907843
2019-04-23,-0.032048720321608326,0.08643372265338778,0.1572805129767001,0.18628972715166436,0.1660820081365817
2019-04-24,-0.04803991625517723,0.07807125266213344,0.14013099497401948,0.18519956733681542,0.1603740050873017
2019-04-25,-0.062407824185389704,0.0631253221375847,0.14034032858874368,0.24861106970339653,0.18819551263155443
2019-04-26,-0.07559769540892758,0.10286090871884479,0.1457605862010758,0.2403005171468744,0.2119174371412682
2019-04-29,-0.0413103451625062,0.16478190393050873,0.22616182955808473,0.33374420965147866,0.2791945839822829
2019-04-30,-0.07991893350178325,0.08099675083857538,0.086417977920205,0.28121882697724443,0.21629149518370805
2019-05-01,-0.019137198985516912,0.16356721702494448,0.08264823264464649,0.3278531804277409,0.2058800640522671
2019-05-02,-0.006879572500366415,0.23519702724902736,0.12735687920200212,0.3549862499471317,0.22577359202244285
2019-05-03,0.00046974428657953204,0.2823015423797235,0.13343390295924662,0.33682116790349204,0.2533468460420534
2019-05-06,-0.04000414122304852,0.22061187936121263,0.09433516508775153,0.2772910054149835,0.21012353291059283
2019-05-07,-0.08000707537004692,0.15338668942633005,0.08552642910407626,0.2505435959232756,0.19524751459163303
2019-05-08,-0.014453476958543376,0.15144728684734354,0.09266539261070417,0.26065835657920666,0.1924506284801053
2019-05-09,0.0034438221970247707,0.1671397035044222,0.10631498141640217,0.2688327287699148,0.17738326398941706
2019-05-10,-0.021044074482090114,0.15045558742448684,0.09169106994213583,0.25610237399919455,0.19034990190855572
2019-05-13,-0.10508167266424662,0.038274268458351024,0.02558110000231051,0.1980464154149999,0.11121781249496587
2019-05-14,-0.08773210935013875,0.04855517504685247,0.027616615587944038,0.22222210702566514,0.12576122262986944
2019-05-15,-0.05865303102167718,0.09268705656925103,0.08707355475589362,0.2849749607002714,0.16432795551168256
2019-05-16,-0.013079589295502236,0.16539088266714885,0.12878312205364306,0.321017360898636,0.22130915392457595
2019-05-17,-0.008783151437822379,0.14580325080289747,0.1152800759996293,0.30346078543971444,0.21236925615129953
2019-05-20,-0.01186648504749499,0.16257560639708557,0.0854179174098435,0.26695311900397,0.21204381556578422
2019-05-21,-0.017178140875764525,0.1470137740288897,0.07785805132815171,0.28481058188359487,0.19233464171731418
2019-05-22,-0.047843616476551554,0.16710701156764807,0.0819830555325125,0.3281732157550814,0.18838179348845596
2019-05-23,-0.025473968001909375,0.200484030582758,0.11477295094162132,0.3749145186590559,0.21571343825351796
2019-05-24,0.01949239247446366,0.21921011949517233,0.1049638340107224,0.3672131952199871,0.25109070967250213
2019-05-28,0.016425577563480953,0.2107824091688948,0.0921289333843689,0.36708210727694435,0.2333215677995386
2019-05-29,0.037940814927558186,0.21113014150895482,0.08721484522064138,0.3830561109778561,0.22186894397510293
2019-05-30,0.029402453603792456,0.14860281428766076,0.062001612973364484,0.34191225526713365,0.19032944234926807
2019-05-31,0.01295853570035499,0.12245327428788544,0.05152622053605005,0.3145923640158217,0.16359850269684895
2019-06-03,-0.03441187512910704,0.008904803160477037,-0.04858990021147702,0.2002778942365251,0.08708873644142368
